id_paczki,data_dostawy,gabaryt,wysokosc_cm,szerokosc_cm,dlugosc_cm,waga_kg,miasto_docelowe,id_paczkomatu
ZGN-050600702,2026-05-06,B,10,31,7,6.8,Żagań,ZGN-07
ZG-050600703,2026-05-06,A,3,5,50,0.6,Zielona Góra,ZG-25
ZGN-050600704,2026-05-06,A,4,6,24,0.1,Żagań,ZGN-01
ZG-050600705,2026-05-06,A,7,24,45,3.5,Zielona Góra,ZG-17
ZG-050600706,2026-05-06,A,3,20,1,1.1,Zielona Góra,ZG-07
ZGN-050600707,2026-05-06,A,4,21,8,1.3,Żagań,ZGN-01
ZG-050600708,2026-05-06,A,3,16,7,1.7,Zielona Góra,ZG-25
ZGN-050600709,2026-05-06,A,5,38,44,0.1,Żagań,ZGN-10
ZAR-050600710,2026-05-06,A,2,10,20,1.9,Żary,ZAR-11
ZAR-050600711,2026-05-06,A,8,19,29,0.6,Żary,ZAR-11
ZGN-050600712,2026-05-06,B,19,14,34,3.4,Żagań,ZGN-08
ZGN-050600713,2026-05-06,C,27,10,57,9.2,Żagań,ZGN-01
ZG-050600714,2026-05-06,A,1,23,59,0.1,Zielona Góra,ZG-02
ZG-050600715,2026-05-06,A,8,14,9,0.8,Zielona Góra,ZG-33
ZG-050600716,2026-05-06,A,4,15,31,0.2,Zielona Góra,ZG-22
ZGN-050600717,2026-05-06,C,30,12,56,9.1,Żagań,ZGN-08
ZGN-050600718,2026-05-06,A,7,9,56,0.3,Żagań,ZGN-01
ZGN-050600719,2026-05-06,C,29,34,54,4.6,Żagań,ZGN-02
ZG-050600720,2026-05-06,C,28,35,57,5.8,Zielona Góra,ZG-33
ZGN-050600721,2026-05-06,B,15,13,47,8.0,Żagań,ZGN-08
ZG-050600722,2026-05-06,C,39,21,63,8.5,Zielona Góra,ZG-28
ZG-050600723,2026-05-06,B,12,23,26,3.6,Zielona Góra,ZG-09
ZGN-050600724,2026-05-06,A,5,4,16,0.3,Żagań,ZGN-08
ZAR-050600725,2026-05-06,B,15,21,51,8.9,Żary,ZAR-09
NS-050600726,2026-05-06,A,5,4,58,0.4,Nowa Sól,NS-03
ZG-050600727,2026-05-06,A,7,30,32,1.0,Zielona Góra,ZG-08
ZG-050600728,2026-05-06,A,4,11,11,0.6,Zielona Góra,ZG-28
NS-050600729,2026-05-06,A,2,38,40,0.6,Nowa Sól,NS-16
ZG-050600730,2026-05-06,C,28,6,59,3.1,Zielona Góra,ZG-06
ZAR-050600731,2026-05-06,B,17,23,21,5.8,Żary,ZAR-02
ZG-050600732,2026-05-06,A,1,7,21,1.9,Zielona Góra,ZG-06
ZAR-050600733,2026-05-06,B,12,23,32,1.9,Żary,ZAR-06
ZAR-050600734,2026-05-06,C,34,36,5,9.9,Żary,ZAR-12
NS-050600735,2026-05-06,A,3,14,5,0.5,Nowa Sól,NS-16
ZG-050600736,2026-05-06,A,7,11,50,0.4,Zielona Góra,ZG-40
ZAR-050600737,2026-05-06,C,33,8,48,9.0,Żary,ZAR-12
ZAR-050600738,2026-05-06,A,6,1,12,0.7,Żary,ZAR-11
ZG-050600739,2026-05-06,B,19,25,27,5.5,Zielona Góra,ZG-33
ZG-050600740,2026-05-06,A,5,1,49,3.0,Zielona Góra,ZG-07
ZGN-050600741,2026-05-06,B,10,12,5,6.4,Żagań,ZGN-02
ZG-050600742,2026-05-06,B,14,8,29,7.0,Zielona Góra,ZG-08
ZG-050600743,2026-05-06,B,14,3,21,2.5,Zielona Góra,ZG-13
ZGN-050600744,2026-05-06,C,28,26,54,6.9,Żagań,ZGN-01
ZG-050600745,2026-05-06,B,16,24,34,2.1,Zielona Góra,ZG-20
SZP-050600746,2026-05-06,A,8,12,60,4.2,Szprotawa,SZP-02
ZGN-050600747,2026-05-06,A,8,6,30,1.3,Żagań,ZGN-01
ZG-050600748,2026-05-06,A,5,24,4,7.6,Zielona Góra,ZG-05
ZG-050600749,2026-05-06,A,1,35,11,0.8,Zielona Góra,ZG-16
ZG-050600750,2026-05-06,A,5,20,60,0.7,Zielona Góra,ZG-22
ZGN-050600751,2026-05-06,A,6,2,61,1.6,Żagań,ZGN-09
ZGN-050600752,2026-05-06,A,3,3,50,0.6,Żagań,ZGN-08
NB-050600753,2026-05-06,A,2,34,64,0.2,Nowogród Bobrzański,NB-05
NS-050600754,2026-05-06,B,17,2,4,5.0,Nowa Sól,NS-12
ZG-050600755,2026-05-06,A,8,29,15,0.1,Zielona Góra,ZG-09
ZG-050600756,2026-05-06,A,3,12,7,1.4,Zielona Góra,ZG-01
ZG-050600757,2026-05-06,B,15,26,64,2.3,Zielona Góra,ZG-38
ZAR-050600758,2026-05-06,A,6,18,51,0.3,Żary,ZAR-08
ZGN-050600759,2026-05-06,A,8,13,55,0.5,Żagań,ZGN-07
ZG-050600760,2026-05-06,A,4,19,22,0.7,Zielona Góra,ZG-32
SZP-050600761,2026-05-06,A,1,16,34,0.7,Szprotawa,SZP-02
ZG-050600762,2026-05-06,C,24,8,37,6.8,Zielona Góra,ZG-26
ZG-050600763,2026-05-06,C,32,20,46,5.9,Zielona Góra,ZG-23
ZAR-050600764,2026-05-06,B,12,21,16,2.9,Żary,ZAR-13
ZG-050600765,2026-05-06,B,14,13,12,3.6,Zielona Góra,ZG-05
NS-050600766,2026-05-06,A,4,35,3,0.4,Nowa Sól,NS-06
NS-050600767,2026-05-06,C,39,5,57,6.2,Nowa Sól,NS-15
NS-050600768,2026-05-06,A,5,25,13,2.2,Nowa Sól,NS-16
ZG-050600769,2026-05-06,B,11,1,20,5.3,Zielona Góra,ZG-10
ZG-050600770,2026-05-06,A,5,16,49,1.5,Zielona Góra,ZG-05
ZG-050600771,2026-05-06,B,14,10,20,7.0,Zielona Góra,ZG-37
ZG-050600772,2026-05-06,A,3,17,7,1.3,Zielona Góra,ZG-09
ZG-050600773,2026-05-06,A,4,35,13,0.7,Zielona Góra,ZG-11
ZG-050600774,2026-05-06,C,25,9,36,8.0,Zielona Góra,ZG-29
ZGN-050600775,2026-05-06,A,8,16,19,0.9,Żagań,ZGN-04
ZG-050600776,2026-05-06,A,6,38,37,0.6,Zielona Góra,ZG-03
ZAR-050600777,2026-05-06,A,5,27,45,1.3,Żary,ZAR-12
ZG-050600778,2026-05-06,A,5,27,3,0.2,Zielona Góra,ZG-28
ZG-050600779,2026-05-06,A,1,28,48,0.5,Zielona Góra,ZG-24
NS-050600780,2026-05-06,A,7,33,50,0.7,Nowa Sól,NS-09
ZG-050600781,2026-05-06,A,3,6,61,1.4,Zielona Góra,ZG-28
NB-050600782,2026-05-06,B,12,6,19,3.9,Nowogród Bobrzański,NB-01
ZAR-050600783,2026-05-06,A,8,27,10,0.3,Żary,ZAR-13
ZG-050600784,2026-05-06,A,3,5,21,1.4,Zielona Góra,ZG-27
ZG-050600785,2026-05-06,B,16,30,11,3.3,Zielona Góra,ZG-04
NS-050600786,2026-05-06,B,12,3,47,8.1,Nowa Sól,NS-15
ZG-050600787,2026-05-06,A,2,6,61,1.1,Zielona Góra,ZG-28
ZG-050600788,2026-05-06,B,17,10,55,4.1,Zielona Góra,ZG-38
ZG-050600789,2026-05-06,A,3,1,46,0.9,Zielona Góra,ZG-10
ZG-050600790,2026-05-06,A,4,31,62,1.4,Zielona Góra,ZG-34
ZG-050600791,2026-05-06,A,1,2,45,0.6,Zielona Góra,ZG-21
ZG-050600792,2026-05-06,A,8,14,5,3.9,Zielona Góra,ZG-30
NS-050600793,2026-05-06,C,31,6,36,8.2,Nowa Sól,NS-19
ZAR-050600794,2026-05-06,A,8,36,61,0.4,Żary,ZAR-02
ZG-050600795,2026-05-06,B,16,13,47,3.1,Zielona Góra,ZG-04
ZG-050600796,2026-05-06,A,6,1,23,0.7,Zielona Góra,ZG-27
ZG-050600797,2026-05-06,A,6,25,28,2.4,Zielona Góra,ZG-07
ZG-050600798,2026-05-06,A,4,20,27,1.1,Zielona Góra,ZG-09
ZGN-050600799,2026-05-06,B,13,17,57,3.6,Żagań,ZGN-01
ZG-050600800,2026-05-06,B,17,34,6,5.0,Zielona Góra,ZG-36
KOZ-050600801,2026-05-06,B,10,37,64,1.2,Kożuchów,KOZ-01
SZP-050600802,2026-05-06,A,8,25,20,2.2,Szprotawa,SZP-04
NB-050600803,2026-05-06,A,7,10,39,1.8,Nowogród Bobrzański,NB-02
ZG-050600804,2026-05-06,A,2,26,35,2.3,Zielona Góra,ZG-31
SZP-050600805,2026-05-06,A,4,4,51,0.8,Szprotawa,SZP-03
ZG-050600806,2026-05-06,C,22,28,36,10.0,Zielona Góra,ZG-05
ZG-050600807,2026-05-06,B,14,19,1,6.8,Zielona Góra,ZG-03
NS-050600808,2026-05-06,A,5,22,4,1.9,Nowa Sól,NS-17
ZGN-050600809,2026-05-06,A,1,38,58,2.8,Żagań,ZGN-04
ZG-050600810,2026-05-06,B,19,23,12,1.3,Zielona Góra,ZG-13
ZGN-050600811,2026-05-06,A,4,34,30,2.1,Żagań,ZGN-06
ZG-050600812,2026-05-06,C,32,25,38,8.2,Zielona Góra,ZG-15
ZG-050600813,2026-05-06,A,1,17,63,1.3,Zielona Góra,ZG-10
ZG-050600814,2026-05-06,A,2,24,52,0.5,Zielona Góra,ZG-27
ZG-050600815,2026-05-06,A,7,12,38,0.3,Zielona Góra,ZG-08
ZG-050600816,2026-05-06,B,9,5,4,5.2,Zielona Góra,ZG-19
ZG-050600817,2026-05-06,B,19,17,13,2.2,Zielona Góra,ZG-36
ZG-050600818,2026-05-06,A,1,2,54,2.2,Zielona Góra,ZG-03
NS-050600819,2026-05-06,A,4,4,54,3.6,Nowa Sól,NS-17
NS-050600820,2026-05-06,A,7,36,39,0.5,Nowa Sól,NS-08
ZG-050600821,2026-05-06,A,2,15,40,1.3,Zielona Góra,ZG-12
SZP-050600822,2026-05-06,A,3,16,24,1.3,Szprotawa,SZP-03
ZG-050600823,2026-05-06,B,19,4,13,7.4,Zielona Góra,ZG-20
ZG-050600824,2026-05-06,B,14,29,14,3.2,Zielona Góra,ZG-34
ZG-050600825,2026-05-06,B,17,6,22,6.9,Zielona Góra,ZG-17
ZGN-050600826,2026-05-06,C,31,19,8,7.0,Żagań,ZGN-03
ZGN-050600827,2026-05-06,A,1,25,9,2.3,Żagań,ZGN-10
ZAR-050600828,2026-05-06,A,3,5,39,0.2,Żary,ZAR-11
ZAR-050600829,2026-05-06,A,3,3,12,3.6,Żary,ZAR-01
ZGN-050600830,2026-05-06,B,9,7,42,4.3,Żagań,ZGN-08
NS-050600831,2026-05-06,B,18,5,57,2.1,Nowa Sól,NS-01
NS-050600832,2026-05-06,A,6,14,19,0.3,Nowa Sól,NS-07
NS-050600833,2026-05-06,B,16,22,3,4.4,Nowa Sól,NS-16
ZG-050600834,2026-05-06,A,8,24,41,0.5,Zielona Góra,ZG-09
ZG-050600835,2026-05-06,A,3,14,56,0.4,Zielona Góra,ZG-09
ZAR-050600836,2026-05-06,A,2,7,56,0.4,Żary,ZAR-11
ZAR-050600837,2026-05-06,C,21,18,19,9.1,Żary,ZAR-15
ZAR-050600838,2026-05-06,A,6,19,17,0.1,Żary,ZAR-11
ZG-050600839,2026-05-06,B,15,2,51,3.6,Zielona Góra,ZG-08
ZG-050600840,2026-05-06,A,3,2,37,0.5,Zielona Góra,ZG-25
ZG-050600841,2026-05-06,A,3,16,42,0.8,Zielona Góra,ZG-22
NS-050600842,2026-05-06,B,11,34,45,4.3,Nowa Sól,NS-04
SZP-050600843,2026-05-06,A,3,3,15,0.4,Szprotawa,SZP-03
ZAR-050600844,2026-05-06,B,14,31,60,7.9,Żary,ZAR-02
ZAR-050600845,2026-05-06,B,19,10,14,4.3,Żary,ZAR-05
ZG-050600846,2026-05-06,C,31,26,63,9.5,Zielona Góra,ZG-12
ZG-050600847,2026-05-06,A,8,12,19,0.1,Zielona Góra,ZG-03
ZG-050600848,2026-05-06,B,13,26,37,1.5,Zielona Góra,ZG-05
NS-050600849,2026-05-06,A,7,5,64,0.2,Nowa Sól,NS-06
ZAR-050600850,2026-05-06,A,4,3,15,0.3,Żary,ZAR-11
NS-050600851,2026-05-06,A,7,8,32,0.1,Nowa Sól,NS-13
ZG-050600852,2026-05-06,A,3,1,6,0.5,Zielona Góra,ZG-34
ZG-050600853,2026-05-06,A,7,10,14,0.7,Zielona Góra,ZG-05
SZP-050600854,2026-05-06,C,40,29,13,8.9,Szprotawa,SZP-03
ZAR-050600855,2026-05-06,A,3,3,5,0.9,Żary,ZAR-09
NS-050600856,2026-05-06,A,5,19,63,1.6,Nowa Sól,NS-02
ZG-050600857,2026-05-06,A,1,17,4,0.6,Zielona Góra,ZG-39
ZAR-050600858,2026-05-06,A,4,25,47,1.3,Żary,ZAR-15
ZG-050600859,2026-05-06,B,18,6,17,4.4,Zielona Góra,ZG-33
ZG-050600860,2026-05-06,A,7,11,63,1.3,Zielona Góra,ZG-08
ZAR-050600861,2026-05-06,A,8,38,32,0.2,Żary,ZAR-08
ZG-050600862,2026-05-06,C,39,12,22,5.7,Zielona Góra,ZG-27
NS-050600863,2026-05-06,C,26,30,17,9.3,Nowa Sól,NS-01
ZAR-050600864,2026-05-06,A,1,37,10,2.0,Żary,ZAR-02
ZG-050600865,2026-05-06,A,4,28,27,1.1,Zielona Góra,ZG-04
ZG-050600866,2026-05-06,A,7,15,1,1.6,Zielona Góra,ZG-05
ZG-050600867,2026-05-06,C,26,8,33,6.8,Zielona Góra,ZG-14
ZG-050600868,2026-05-06,B,16,3,7,3.5,Zielona Góra,ZG-24
ZG-050600869,2026-05-06,A,3,7,13,0.3,Zielona Góra,ZG-35
SZP-050600870,2026-05-06,B,13,15,39,10.0,Szprotawa,SZP-04
ZGN-050600871,2026-05-06,C,30,30,40,6.6,Żagań,ZGN-10
ZG-050600872,2026-05-06,B,10,38,51,1.3,Zielona Góra,ZG-10
ZG-050600873,2026-05-06,C,34,36,61,8.1,Zielona Góra,ZG-24
ZGN-050600874,2026-05-06,B,9,20,36,6.3,Żagań,ZGN-02
ZG-050600875,2026-05-06,A,2,2,39,1.6,Zielona Góra,ZG-35
ZG-050600876,2026-05-06,A,8,27,41,1.5,Zielona Góra,ZG-27
ZG-050600877,2026-05-06,A,1,9,26,0.5,Zielona Góra,ZG-01
ZG-050600878,2026-05-06,C,26,16,41,4.7,Zielona Góra,ZG-06
ZGN-050600879,2026-05-06,A,4,17,8,1.5,Żagań,ZGN-03
KOZ-050600880,2026-05-06,B,19,38,49,5.1,Kożuchów,KOZ-02
ZG-050600881,2026-05-06,A,5,12,19,0.4,Zielona Góra,ZG-19
ZG-050600882,2026-05-06,A,3,17,8,2.2,Zielona Góra,ZG-02
NS-050600883,2026-05-06,A,8,4,17,0.4,Nowa Sól,NS-10
ZG-050600884,2026-05-06,B,9,34,8,4.9,Zielona Góra,ZG-23
ZG-050600885,2026-05-06,B,15,34,31,2.1,Zielona Góra,ZG-04
ZG-050600886,2026-05-06,B,11,20,16,2.7,Zielona Góra,ZG-34
NS-050600887,2026-05-06,A,3,37,58,0.9,Nowa Sól,NS-06
NS-050600888,2026-05-06,A,4,26,21,1.4,Nowa Sól,NS-14
ZG-050600889,2026-05-06,C,39,6,21,6.4,Zielona Góra,ZG-29
ZG-050600890,2026-05-06,A,3,26,26,3.3,Zielona Góra,ZG-10
ZG-050600891,2026-05-06,A,4,32,36,1.4,Zielona Góra,ZG-24
ZGN-050600892,2026-05-06,A,3,19,49,2.3,Żagań,ZGN-05
ZG-050600893,2026-05-06,A,6,4,36,0.6,Zielona Góra,ZG-38
ZG-050600894,2026-05-06,A,4,6,39,2.6,Zielona Góra,ZG-20
ZG-050600895,2026-05-06,C,21,18,25,8.2,Zielona Góra,ZG-08
ZG-050600896,2026-05-06,A,6,24,59,0.2,Zielona Góra,ZG-40
ZG-050600897,2026-05-06,A,7,1,48,0.9,Zielona Góra,ZG-13
NS-050600898,2026-05-06,C,37,5,32,8.9,Nowa Sól,NS-19
NS-050600899,2026-05-06,A,7,11,51,1.1,Nowa Sól,NS-01
ZG-050600900,2026-05-06,A,4,38,52,0.6,Zielona Góra,ZG-09
ZG-050600901,2026-05-06,C,41,5,57,9.4,Zielona Góra,ZG-36
ZG-050600902,2026-05-06,A,8,11,37,0.3,Zielona Góra,ZG-37
ZG-050600903,2026-05-06,A,1,16,16,0.3,Zielona Góra,ZG-35
ZG-050600904,2026-05-06,A,4,11,37,0.2,Zielona Góra,ZG-10
NS-050600905,2026-05-06,A,5,13,35,2.4,Nowa Sól,NS-01
ZG-050600906,2026-05-06,A,1,25,6,0.4,Zielona Góra,ZG-30
NS-050600907,2026-05-06,C,38,34,48,10.0,Nowa Sól,NS-11
ZGN-050600908,2026-05-06,A,2,37,32,1.1,Żagań,ZGN-06
ZGN-050600909,2026-05-06,B,19,20,23,2.6,Żagań,ZGN-10
ZAR-050600910,2026-05-06,B,16,38,51,2.9,Żary,ZAR-12
ZAR-050600911,2026-05-06,A,2,12,24,0.1,Żary,ZAR-09
ZG-050600912,2026-05-06,A,2,35,2,0.2,Zielona Góra,ZG-08
ZG-050600913,2026-05-06,C,26,31,25,9.6,Zielona Góra,ZG-27
NS-050600914,2026-05-06,B,13,19,8,6.3,Nowa Sól,NS-02
ZAR-050600915,2026-05-06,B,9,1,1,3.4,Żary,ZAR-03
ZG-050600916,2026-05-06,B,18,38,16,4.8,Zielona Góra,ZG-23
ZG-050600917,2026-05-06,B,17,26,3,3.3,Zielona Góra,ZG-16
ZGN-050600918,2026-05-06,B,11,22,15,5.1,Żagań,ZGN-07
NS-050600919,2026-05-06,A,3,16,42,0.1,Nowa Sól,NS-16
ZAR-050600920,2026-05-06,C,32,1,2,6.3,Żary,ZAR-06
NB-050600921,2026-05-06,A,2,5,18,0.1,Nowogród Bobrzański,NB-02
ZG-050600922,2026-05-06,C,41,4,34,5.5,Zielona Góra,ZG-17
ZGN-050600923,2026-05-06,A,2,28,4,0.7,Żagań,ZGN-08
ZG-050600924,2026-05-06,B,17,28,57,1.4,Zielona Góra,ZG-04
SZP-050600925,2026-05-06,A,3,11,46,1.0,Szprotawa,SZP-01
NS-050600926,2026-05-06,A,2,32,58,0.4,Nowa Sól,NS-11
ZG-050600927,2026-05-06,B,19,13,54,3.0,Zielona Góra,ZG-23
ZG-050600928,2026-05-06,B,10,16,54,3.9,Zielona Góra,ZG-35
ZAR-050600929,2026-05-06,B,18,7,40,9.5,Żary,ZAR-06
ZG-050600930,2026-05-06,A,4,28,23,2.5,Zielona Góra,ZG-38
SZP-050600931,2026-05-06,C,29,35,13,5.9,Szprotawa,SZP-04
ZG-050600932,2026-05-06,A,5,38,6,0.8,Zielona Góra,ZG-04
ZG-050600933,2026-05-06,C,35,37,2,9.8,Zielona Góra,ZG-30
ZAR-050600934,2026-05-06,C,20,10,27,4.9,Żary,ZAR-11
ZG-050600935,2026-05-06,B,14,38,8,5.3,Zielona Góra,ZG-03
NS-050600936,2026-05-06,A,7,4,29,1.2,Nowa Sól,NS-06
ZG-050600937,2026-05-06,B,19,37,18,5.7,Zielona Góra,ZG-15
ZAR-050600938,2026-05-06,A,4,15,42,0.7,Żary,ZAR-06
ZG-050600939,2026-05-06,A,3,28,22,0.6,Zielona Góra,ZG-25
ZG-050600940,2026-05-06,A,3,2,18,1.3,Zielona Góra,ZG-13
ZAR-050600941,2026-05-06,A,6,18,1,0.4,Żary,ZAR-11
ZG-050600942,2026-05-06,C,32,1,24,9.2,Zielona Góra,ZG-17
ZG-050600943,2026-05-06,A,5,31,16,1.7,Zielona Góra,ZG-14
ZGN-050600944,2026-05-06,C,35,9,62,8.7,Żagań,ZGN-03
ZG-050600945,2026-05-06,A,6,1,1,1.1,Zielona Góra,ZG-34
ZGN-050600946,2026-05-06,A,1,33,56,1.3,Żagań,ZGN-08
ZG-050600947,2026-05-06,A,6,19,24,1.3,Zielona Góra,ZG-07
ZG-050600948,2026-05-06,A,4,38,36,3.1,Zielona Góra,ZG-09
ZG-050600949,2026-05-06,A,5,38,63,1.5,Zielona Góra,ZG-05
ZG-050600950,2026-05-06,A,5,27,42,3.3,Zielona Góra,ZG-13
ZAR-050600951,2026-05-06,C,40,35,6,6.3,Żary,ZAR-11
ZAR-050600952,2026-05-06,B,12,3,15,6.0,Żary,ZAR-04
ZG-050600953,2026-05-06,A,5,7,11,1.2,Zielona Góra,ZG-06
ZGN-050600954,2026-05-06,A,8,37,52,0.6,Żagań,ZGN-03
ZAR-050600955,2026-05-06,A,5,25,30,1.2,Żary,ZAR-02
ZG-050600956,2026-05-06,A,4,23,12,0.9,Zielona Góra,ZG-03
ZAR-050600957,2026-05-06,A,3,8,46,0.1,Żary,ZAR-03
ZG-050600958,2026-05-06,A,8,37,59,0.7,Zielona Góra,ZG-25
ZG-050600959,2026-05-06,B,14,11,49,5.3,Zielona Góra,ZG-16
ZG-050600960,2026-05-06,C,21,38,24,10.0,Zielona Góra,ZG-25
ZG-050600961,2026-05-06,A,5,18,1,0.3,Zielona Góra,ZG-30
ZG-050600962,2026-05-06,B,12,29,37,2.8,Zielona Góra,ZG-34
ZAR-050600963,2026-05-06,B,16,32,1,0.9,Żary,ZAR-05
ZG-050600964,2026-05-06,A,1,15,6,0.2,Zielona Góra,ZG-01
ZG-050600965,2026-05-06,B,19,34,27,0.9,Zielona Góra,ZG-33
ZG-050600966,2026-05-06,B,12,29,45,5.2,Zielona Góra,ZG-16
ZG-050600967,2026-05-06,C,23,29,4,8.4,Zielona Góra,ZG-15
NS-050600968,2026-05-06,A,8,14,28,1.2,Nowa Sól,NS-03
ZGN-050600969,2026-05-06,B,14,4,28,3.0,Żagań,ZGN-06
ZG-050600970,2026-05-06,B,17,20,63,8.2,Zielona Góra,ZG-29
ZG-050600971,2026-05-06,A,5,20,13,0.9,Zielona Góra,ZG-17
NS-050600972,2026-05-06,A,2,10,22,0.4,Nowa Sól,NS-03
ZG-050600973,2026-05-06,B,12,4,33,1.5,Zielona Góra,ZG-32
ZG-050600974,2026-05-06,C,36,11,55,5.6,Zielona Góra,ZG-38
NS-050600975,2026-05-06,A,5,38,27,2.2,Nowa Sól,NS-01
ZG-050600976,2026-05-06,A,8,6,3,0.6,Zielona Góra,ZG-04
SZP-050600977,2026-05-06,A,6,16,35,0.2,Szprotawa,SZP-01
NS-050600978,2026-05-06,B,11,3,55,5.9,Nowa Sól,NS-01
ZG-050600979,2026-05-06,B,12,30,47,3.2,Zielona Góra,ZG-01
ZG-050600980,2026-05-06,A,3,1,64,0.1,Zielona Góra,ZG-39
ZGN-050600981,2026-05-06,C,21,18,59,8.7,Żagań,ZGN-04
ZG-050600982,2026-05-06,B,18,19,9,1.6,Zielona Góra,ZG-37
ZAR-050600983,2026-05-06,A,7,22,8,0.3,Żary,ZAR-05
ZAR-050600984,2026-05-06,A,2,35,53,1.4,Żary,ZAR-07
ZAR-050600985,2026-05-06,A,3,12,20,0.1,Żary,ZAR-06
ZGN-050600986,2026-05-06,C,31,1,50,5.2,Żagań,ZGN-10
ZG-050600987,2026-05-06,C,24,11,40,8.5,Zielona Góra,ZG-18
NS-050600988,2026-05-06,C,22,13,56,5.5,Nowa Sól,NS-03
ZGN-050600989,2026-05-06,A,6,13,16,3.0,Żagań,ZGN-05
ZG-050600990,2026-05-06,B,9,22,49,4.9,Zielona Góra,ZG-02
ZG-050600991,2026-05-06,B,19,9,51,2.3,Zielona Góra,ZG-03
ZG-050600992,2026-05-06,A,8,30,22,0.8,Zielona Góra,ZG-17
ZG-050600993,2026-05-06,B,10,16,27,2.9,Zielona Góra,ZG-05
ZG-050600994,2026-05-06,A,1,16,52,1.8,Zielona Góra,ZG-18
ZG-050600995,2026-05-06,B,19,23,7,4.9,Zielona Góra,ZG-34
ZAR-050600996,2026-05-06,A,1,33,9,0.4,Żary,ZAR-06
ZG-050600997,2026-05-06,C,40,11,33,8.3,Zielona Góra,ZG-36
NS-050600998,2026-05-06,A,8,29,17,0.3,Nowa Sól,NS-07
ZG-050600999,2026-05-06,B,9,20,51,8.0,Zielona Góra,ZG-30
ZG-050601000,2026-05-06,A,3,38,32,0.4,Zielona Góra,ZG-16
ZG-050601001,2026-05-06,B,16,29,8,2.2,Zielona Góra,ZG-10
ZG-050601002,2026-05-06,B,12,33,11,1.0,Zielona Góra,ZG-03
ZAR-050601003,2026-05-06,A,8,29,24,1.6,Żary,ZAR-09
ZAR-050601004,2026-05-06,C,20,11,49,9.0,Żary,ZAR-15
ZG-050601005,2026-05-06,B,14,9,21,9.6,Zielona Góra,ZG-39
NS-050601006,2026-05-06,B,12,15,55,1.1,Nowa Sól,NS-01
ZG-050601007,2026-05-06,A,6,1,18,1.2,Zielona Góra,ZG-31
ZG-050601008,2026-05-06,A,3,16,50,0.5,Zielona Góra,ZG-04
NS-050601009,2026-05-06,A,3,31,51,1.6,Nowa Sól,NS-09
ZG-050601010,2026-05-06,A,2,35,51,0.4,Zielona Góra,ZG-16
ZG-050601011,2026-05-06,A,4,26,57,2.3,Zielona Góra,ZG-32
ZG-050601012,2026-05-06,A,8,8,34,2.2,Zielona Góra,ZG-29
ZG-050601013,2026-05-06,C,35,17,46,9.9,Zielona Góra,ZG-10
NS-050601014,2026-05-06,C,25,34,1,6.3,Nowa Sól,NS-13
NS-050601015,2026-05-06,B,14,13,26,5.8,Nowa Sól,NS-05
NS-050601016,2026-05-06,B,9,25,24,2.9,Nowa Sól,NS-12
ZG-050601017,2026-05-06,C,36,16,26,6.7,Zielona Góra,ZG-08
ZAR-050601018,2026-05-06,A,5,35,15,0.8,Żary,ZAR-04
ZAR-050601019,2026-05-06,B,11,35,26,4.0,Żary,ZAR-11
ZG-050601020,2026-05-06,A,8,25,42,1.9,Zielona Góra,ZG-34
ZG-050601021,2026-05-06,A,1,7,21,0.9,Zielona Góra,ZG-01
ZG-050601022,2026-05-06,A,8,30,64,1.0,Zielona Góra,ZG-22
ZAR-050601023,2026-05-06,A,2,10,27,0.6,Żary,ZAR-05
ZG-050601024,2026-05-06,B,9,25,29,5.8,Zielona Góra,ZG-15
ZG-050601025,2026-05-06,B,13,8,61,7.0,Zielona Góra,ZG-32
SZP-050601026,2026-05-06,A,5,32,8,1.3,Szprotawa,SZP-01
ZGN-050601027,2026-05-06,A,6,7,11,1.1,Żagań,ZGN-09
ZG-050601028,2026-05-06,C,40,23,60,6.8,Zielona Góra,ZG-35
ZAR-050601029,2026-05-06,A,7,20,55,0.3,Żary,ZAR-01
ZG-050601030,2026-05-06,C,29,36,53,5.5,Zielona Góra,ZG-40
ZG-050601031,2026-05-06,A,3,38,27,1.3,Zielona Góra,ZG-35
ZG-050601032,2026-05-06,A,4,24,15,2.0,Zielona Góra,ZG-08
ZG-050601033,2026-05-06,A,7,15,57,0.3,Zielona Góra,ZG-03
ZGN-050601034,2026-05-06,A,8,21,50,4.7,Żagań,ZGN-03
ZG-050601035,2026-05-06,B,13,7,60,2.2,Zielona Góra,ZG-38
NS-050601036,2026-05-06,B,14,11,33,2.9,Nowa Sól,NS-19
NS-050601037,2026-05-06,B,13,16,40,6.8,Nowa Sól,NS-11
ZG-050601038,2026-05-06,B,18,5,8,5.8,Zielona Góra,ZG-13
ZAR-050601039,2026-05-06,A,5,32,33,2.1,Żary,ZAR-08
ZG-050601040,2026-05-06,B,11,10,14,2.2,Zielona Góra,ZG-36
ZGN-050601041,2026-05-06,B,12,1,34,7.6,Żagań,ZGN-01
ZGN-050601042,2026-05-06,B,14,35,57,7.5,Żagań,ZGN-04
NS-050601043,2026-05-06,B,12,28,5,4.1,Nowa Sól,NS-17
ZAR-050601044,2026-05-06,A,1,2,24,0.1,Żary,ZAR-11
NS-050601045,2026-05-06,A,7,18,63,3.8,Nowa Sól,NS-01
ZAR-050601046,2026-05-06,A,8,37,48,2.6,Żary,ZAR-08
